path,contentType,ytdPageviews,wordCount,intent,cannibalWith,decision,priority,reason
/bondi-blog/2024/1/1/must-do-bondi-summer-activities-for-first-time-visitors,blog-post-dated,0,502,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/2023/12/28/insiders-guide-to-new-years-day-at-bondi,blog-post-dated,0,502,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/2023/12/26/gwyneth-paltrows-bondi-recommendations-one-we-cant-agree-with,blog-post-dated,0,187,celebrity recs,,KEEP,3,187w editorial; KEEP
/bondi-blog/2023/12/24/insiders-guide-to-new-years-eve-at-bondi-beach,blog-post-dated,0,922,,,KEEP,3,"Indexable, adequate depth, no cannibal signal"
/bondi-blog/2023/12/20/christmas-2024-bondi-weather-forecast,blog-post-dated,0,140,xmas weather forecast,,NOINDEX,3,"140w, stale 2024 forecast; noindex (dated event past)"
/bondi-blog/2023/12/10/from-the-mundane-to-the-outrageous-ranking-the-most-memorable-headline-grabbing-stories-from-bondi-local-loop,blog-post-dated,0,1524,,,KEEP,3,"Indexable, adequate depth, no cannibal signal"
/bondi-blog/2023/11/17/a-parents-guide-to-bondi-beach-activities-eats-and-entertainment-for-kids,blog-post-dated,0,348,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/2023/11/16/hxnovb41qon8zebftsjodt0g8tvhde,blog-post-dated,0,510,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/2023/11/8/definitive-guide-to-bondis-best-restaurants,blog-post-dated,0,193,consolidated,done,REDIRECT,3,Already 301 -> /bondi-blog/best-restaurants-bondi-beach (existing consolidation)
/bondi-blog/2023/11/9/the-440-run-club-at-bronte-beach-sydneys-open-invitation-for-runners,blog-post-dated,0,337,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/2023/11/5/things-to-do-at-bondi-beach-in-the-rain,blog-post-dated,0,559,consolidated,done,REDIRECT,3,Already 301 -> /bondi-blog/2025/5/23/rain-or-shine-7-must-do-indoor-activities-in-bondi-beach-on-a-rainy-day (existing consolidation)
/bondi-blog/2023/9/28/bondi-beach-and-the-shark-question-unraveling-the-mystery,blog-post-dated,0,598,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/2023/10/1/daylight-saving-time-in-sydney-a-quick-guide-to-octobers-clock-change,blog-post-dated,0,279,sydney daylight saving,,KEEP,3,279w evergreen utility; KEEP
/bondi-blog/2023/9/21/sculptures-by-the-sea-at-bondi-a-comprehensive-guide-to-art-by-the-ocean,blog-post-dated,0,557,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/2023/9/19/a-guide-to-the-bondi-beach-sunday-drummer,blog-post-dated,0,718,,,KEEP,3,"Indexable, adequate depth, no cannibal signal"
/bondi-blog/2023/9/21/walking-on-sunshine-the-ultimate-guide-to-the-bondi-to-bronte-coastal-walk,blog-post-dated,0,915,,,KEEP,3,"Indexable, adequate depth, no cannibal signal"
/bondi-blog/2023/9/22/el-nio-and-its-unexpected-chilly-effect-on-bondis-sea-temperature,blog-post-dated,0,585,sea temp el nino,/bondi-blog/2024/8/28/average-sea-temperatures-at-bondi-beach-month-by-month-guide,MERGE,3,585w niche angle + broken slug (el-nio); fold then 301
/bondi-blog/2023/9/20/chasing-sunrise-bondi-beachs-perfect-weather-conditions,blog-post-dated,0,553,sunrise conditions,/bondi-blog/sunrise-sunset-bondi,MERGE,3,553w overlaps sunrise-sunset; fold then 301
/bondi-blog/waverley-cemetery-sydney-australia,blog-post-legacy,0,383,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/2023/9/4/bond-market-sunday-guide,blog-post-dated,0,432,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/best-backpacker-hostels-bondi-beach,blog-post-legacy,0,654,,,KEEP,3,"Indexable, adequate depth, no cannibal signal"
/bondi-blog/2023/8/29/mackenzies-bay-is-back-the-ultimate-sydney-hidden-gem,blog-post-dated,0,430,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/2023/8/22/bondis-saturday-farmers-market-your-complete-guide-to-fresh-local-produce-by-the-beach,blog-post-dated,0,385,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/bondi-muscle-beach,blog-post-legacy,0,157,bondi muscle beach,,EXPAND,3,157w (6 imp) niche; expand or fold into things-to-do hub
/bondi-blog/2023/8/10/a-guide-to-sydneys-eastern-suburbs-beaches,blog-post-dated,0,490,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/bondi-beach-surf-guide,blog-post-legacy,0,590,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/2023/8/8/does-bondi-beach-get-busy,blog-post-dated,0,250,is bondi busy,,KEEP,3,250w distinct query
/bondi-blog/ben-buckler-name-history,blog-post-legacy,0,153,ben buckler history,/ben-buckler,MERGE,3,153w (9 imp); fold into /ben-buckler place page then 301
/bondi-blog/2018/10/17/when-is-the-best-time-to-visit-bondi-beach,blog-post-dated,0,215,consolidated,done,REDIRECT,3,Already 301 -> /bondi-blog/2024/6/9/the-best-time-to-visit-bondi-beach-a-seasonal-guide (existing consolidation)
/bondi-blog/10-biggest-events-bondi-beach,blog-post-legacy,0,397,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/the-ultimate-guide-to-bondi-beach-nightlife,blog-post-legacy,0,528,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/is-bondi-good-to-live,blog-post-legacy,0,312,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/why-is-bondi-beach-famous,blog-post-legacy,0,384,consolidated,done,REDIRECT,3,Already 301 -> /bondi-blog/2024/9/12/why-bondi-beach-is-so-famous-history-fame-and-culture (existing consolidation)
/bondi-blog/bondi-beach-main-events,blog-post-legacy,0,496,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/bondi-beach-playground-guide,blog-post-legacy,0,393,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/city-to-surf-training-plan,blog-post-legacy,0,573,consolidated,done,REDIRECT,3,Already 301 -> /bondi-blog/2025/6/18/how-to-train-for-heartbreak-hill-without-being-a-fitness-freak (existing consolidation)
/bondi-blog/bondi-beach-golf-course,blog-post-legacy,0,459,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/whale-watching-bondi-beach,blog-post-legacy,0,467,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/2023/4/1/3003c62xnorpgvx461rhjrkhp6p56f,blog-post-dated,0,892,,,KEEP,3,"Indexable, adequate depth, no cannibal signal"
/bondi-blog/2023/4/1/sp5ol0037f2etchbkhdvn7rfdlaypz,blog-post-dated,0,484,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/Sydney’s-best-bookstore-gertude-alice,blog-post-legacy,0,551,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/is-bondi-beach-patrolled-by-lifeguards,blog-post-legacy,0,466,is bondi patrolled,/bondi-blog/bondi-rescue-who-are-the-lifeguards,KEEP,3,466w distinct query; interlink to lifeguards pillar
/bondi-blog/bondi-or-manly-travel-guide,blog-post-legacy,0,359,bondi vs manly comparison,,KEEP,3,Distinct comparison intent (359w) — EXPAND later; low priority
/bondi-blog/hidden-gems-bondi-beach,blog-post-legacy,0,266,bondi hidden gems,/bondi-blog/what-to-do-bondi-beach-travel-guide,MERGE,3,266w overlaps pillar hidden-gems; fold then 301
/bondi-blog/where-to-find-carpark-bondi-beach,blog-post-legacy,0,693,,,KEEP,3,"Indexable, adequate depth, no cannibal signal"
/bondi-blog/bondi-beach-tour-guide,blog-post-legacy,0,405,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/are-airbnb-legal-in-sydney-bondi,blog-post-legacy,0,183,airbnb legal bondi,,EXPAND,3,183w distinct legal query; expand or fold into /stay
/bondi-blog/best-breakfast-bondi-right-now,blog-post-legacy,0,343,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/getting-from-sydney-airport-to-bondi-beach,blog-post-legacy,0,471,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/bondi-beach-cheap-food,blog-post-legacy,0,367,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/where-is-bondi-junction,blog-post-legacy,0,158,where is bondi junction,,EXPAND,3,158w (6 imp) distinct query; expand w/ real orientation content
/bondi-blog/34-best-things-to-do-bondi-beach,blog-post-legacy,0,372,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/Bondi-to-manly-walk-guide,blog-post-legacy,0,1057,,,KEEP,3,"Indexable, adequate depth, no cannibal signal"
/bondi-blog/best-kids-activities-bondi-beach,blog-post-legacy,0,428,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/Locals-guide-Bondi-Beach,blog-post-legacy,0,571,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/meet-bondi-lifeguards,blog-post-legacy,0,192,consolidated,done,REDIRECT,3,Already 301 -> /bondi-blog/bondi-rescue-who-are-the-lifeguards (existing consolidation)
/bondi-blog/transport-to-bondi-beach,blog-post-legacy,0,220,consolidated,done,REDIRECT,3,Already 301 -> /bondi-blog/how-to-get-to-bondi-beach (existing consolidation)
/bondi-blog/Bondi-beach-history,blog-post-legacy,0,605,,,KEEP,3,"Indexable, adequate depth, no cannibal signal"
/bondi-blog/2017/5/7/bondis-most-famous-residents,blog-post-dated,0,238,bondi famous residents,,KEEP,3,238w 2017 legacy but on-topic; KEEP/refresh
/bondi-blog/why-is-bondi-beach-so-special,blog-post-legacy,0,307,,,KEEP,3,Indexable mid-depth; refresh/interlink as needed
/bondi-blog/best-time-to-visit-bondi-beach,blog-post-legacy,0,140,consolidated,done,REDIRECT,3,Already 301 -> /bondi-blog/2024/6/9/the-best-time-to-visit-bondi-beach-a-seasonal-guide (existing consolidation)
/bondi-blog/surfing-at-bondi,blog-post-legacy,0,204,surfing at bondi,,EXPAND,3,204w thin; expand into a real surf guide (surf cam already separate)
/bondi-blog/how-long-is-bondi-icebergs-poo,blog-post-legacy,0,144,icebergs pool length,/bondi-blog/2025/4/30/bondi-icebergs-ocean-pool-faq-20-essential-questions-answered-hours-fees-membership-more,MERGE,3,"144w single-Q, broken slug (""poo""); fold into FAQ then 301"
/bondi-blog/2018/9/11/how-far-is-bondi-beach-from-sydney,blog-post-dated,0,118,consolidated,done,REDIRECT,3,Already 301 -> /bondi-blog/2025/1/2/how-far-is-bondi-beach-from-key-sydney-locations (existing consolidation)
/bondi-blog/2017/9/10/bsc783vqaltyo7486wej3c50fmnhni,blog-post-dated,0,279,best bondi instagram accounts,,REPLACE,3,Garbage Squarespace slug; migrate to clean slug (e.g. /bondi-blog/best-bondi-instagram-accounts) w/ 301
/bondi-blog/2017/9/10/ocean-swims-at-bondi-beach,blog-post-dated,0,603,,,KEEP,3,"Indexable, adequate depth, no cannibal signal"
/bondi-blog/why-is-bondi-so-popular,blog-post-legacy,0,284,consolidated,done,REDIRECT,3,Already 301 -> /bondi-blog/2024/9/12/why-bondi-beach-is-so-famous-history-fame-and-culture (existing consolidation)
/bondi-blog/2017/8/28/bondi-icebergs-the-famous-bondi-pool,blog-post-dated,0,326,icebergs history,/bondi-blog/2025/4/30/bondi-icebergs-ocean-pool-faq-20-essential-questions-answered-hours-fees-membership-more,MERGE,3,326w 2017 legacy; fold into FAQ/history then 301
/bondi-blog/2017/6/14/call-on-me-film-clip-bondi-class,blog-post-dated,0,1041,,,KEEP,3,"Indexable, adequate depth, no cannibal signal"
/bondi-blog/bondi-winter-magic,blog-post-legacy,0,107,bondi winter,,NOINDEX,3,107w event-ish stale; noindex or expand
/bondi-blog/2017/4/28/city2surf-time-to-start-training,blog-post-dated,0,93,consolidated,done,REDIRECT,3,Already 301 -> /bondi-blog/2025/6/18/how-to-train-for-heartbreak-hill-without-being-a-fitness-freak (existing consolidation)
/bondi-blog/category/Travel,category,0,622,category listing,,KEEP,3,Indexable category listing (500-650w); keep as taxonomy hub
/bondi-blog/category/Out+%26+About,category,0,655,category listing,,KEEP,3,Indexable category listing (500-650w); keep as taxonomy hub
/bondi-blog/category/City2Surf,category,0,192,category listing,,NOINDEX,3,Thin category (<280w); noindex to reduce thin-taxonomy footprint
/bondi-blog/category/People,category,0,232,category listing,,NOINDEX,3,Thin category (<280w); noindex to reduce thin-taxonomy footprint
/bondi-blog/category/History,category,0,277,category listing,,NOINDEX,3,Thin category (<280w); noindex to reduce thin-taxonomy footprint
/bondi-blog/category/Swim,category,0,551,category listing,,KEEP,3,Indexable category listing (500-650w); keep as taxonomy hub
/accommodation,core-page,0,519,consolidated,done,REDIRECT,3,Already 301 -> /stay (existing consolidation)
/visit-bondi-beach-guide,core-page,0,1346,consolidated,done,REDIRECT,3,Already 301 -> /bondi-beach (existing consolidation)
/bondi-blog/best-wine-bars-in-bondi,blog-post-legacy,0,961,,,KEEP,3,"Indexable, adequate depth, no cannibal signal"
/bondi-blog/where-to-watch-sport-in-bondi,blog-post-legacy,0,1342,,,KEEP,3,"Indexable, adequate depth, no cannibal signal"
/bondi-blog/tag/* (223 pages),tag,0,0,keyword facets,,NOINDEX,3,All 223 tag pages already noindex (0 indexable). Keep noindex; prune orphan tags with 0 posts
